time,row,col,demand
499, 3, 4, 64
37, 0, 3, 178
3, 0, 2, 0
406, 4, 1, 11
198, 2, 4, 0
725, 5, 3, 23
103, 1, 3, 0
545, 7, 2, 0
292, 6, 4, 15
272, 0, 4, 0
550, 2, 6, 1262
122, 6, 5, 0
240, 3, 1, 5
668, 3, 4, 122
576, 5, 0, 0
456, 2, 7, 111
618, 0, 1, 11
503, 1, 2, 131
647, 3, 5, 157
208, 6, 6, 0
153, 4, 0, 0
520, 2, 2, 53
714, 2, 6, 91
511, 6, 0, 0
428, 2, 4, 94
187, 1, 1, 0
336, 6, 7, 48
34, 5, 5, 169
723, 7, 5, 309
62, 5, 3, 21
682, 1, 1, 0
250, 7, 0, 0
482, 0, 5, 86
325, 0, 6, 61
645, 2, 0, 0
156, 6, 7, 23
41, 1, 1, 6
23, 6, 4, 0
49, 3, 4, 21
593, 3, 2, 10
657, 5, 7, 0
659, 6, 0, 0
506, 7, 3, 0
419, 0, 0, 0
397, 4, 4, 60
297, 3, 2, 0
159, 4, 0, 0
286, 4, 5, 38
293, 3, 4, 58
460, 5, 3, 13
690, 4, 5, 0
611, 1, 5, 11
583, 2, 1, 0
107, 1, 6, 13
505, 7, 1, 0
229, 7, 2, 0
311, 5, 6, 239
377, 0, 7, 103
657, 1, 2, 0
313, 6, 7, 10
236, 0, 5, 64
193, 2, 4, 53
77, 4, 3, 16
324, 6, 2, 0
417, 4, 1, 0
272, 0, 2, 9
598, 3, 7, 115
455, 3, 1, 8
260, 5, 6, 250
661, 3, 5, 192
694, 0, 6, 214
451, 1, 1, 13
413, 7, 7, 0
449, 2, 0, 0
367, 4, 2, 0
375, 7, 7, 22
226, 7, 0, 0
231, 5, 6, 26
54, 6, 3, 0
301, 4, 6, 9
425, 0, 5, 39
321, 5, 5, 10
105, 5, 6, 0
281, 0, 2, 56
270, 2, 3, 5
553, 3, 4, 74
687, 5, 1, 0
56, 2, 2, 0
421, 4, 3, 24
214, 5, 5, 105
479, 2, 3, 172
681, 7, 6, 0
271, 7, 1, 0
412, 4, 4, 51
441, 0, 1, 0
397, 3, 3, 78
562, 0, 5, 0
637, 5, 1, 0
252, 5, 6, 0
197, 2, 0, 0
523, 2, 2, 29
590, 0, 6, 54
146, 2, 7, 7
190, 5, 3, 15
458, 2, 7, 61
566, 7, 2, 0
624, 2, 6, 194
184, 5, 5, 15
365, 1, 1, 17
332, 7, 5, 32
445, 7, 5, 0
564, 5, 6, 58
310, 2, 0, 0
468, 1, 7, 34
406, 4, 3, 96
218, 2, 0, 5
556, 3, 6, 100
262, 3, 1, 53
29, 0, 6, 0
373, 0, 6, 28
396, 0, 2, 66
400, 5, 3, 0
711, 7, 1, 0
723, 5, 4, 59
637, 3, 2, 0
691, 6, 3, 0
454, 5, 3, 25
557, 2, 2, 26
166, 4, 7, 80
189, 2, 5, 24
446, 4, 1, 0
404, 1, 2, 48
358, 7, 0, 0
152, 2, 6, 66
574, 6, 5, 26
392, 2, 7, 7
368, 6, 5, 0
680, 5, 0, 0
316, 1, 2, 57
523, 5, 1, 0
217, 3, 6, 47
499, 7, 7, 0
59, 4, 5, 79
434, 1, 2, 53
381, 1, 3, 107
283, 4, 4, 41
604, 7, 7, 28
395, 0, 5, 0
679, 0, 6, 12
209, 6, 0, 0
395, 0, 4, 0
263, 4, 7, 53
108, 5, 3, 0
502, 4, 2, 0
700, 6, 0, 0
703, 0, 1, 35
390, 6, 7, 0
248, 2, 2, 0
422, 6, 4, 0
428, 0, 2, 101
238, 5, 4, 13
463, 6, 4, 0
131, 1, 1, 17
531, 4, 2, 0
672, 3, 1, 12
221, 3, 1, 0
264, 6, 3, 5
324, 0, 1, 0
489, 5, 0, 0
51, 2, 3, 3
387, 6, 1, 0
57, 0, 5, 177
103, 3, 5, 0
131, 5, 3, 24
591, 0, 2, 61
367, 0, 5, 0
157, 0, 3, 73
8, 3, 6, 14
433, 5, 4, 66
693, 3, 5, 214
199, 3, 0, 0
405, 7, 0, 0
715, 6, 1, 0
277, 3, 6, 9
687, 7, 6, 0
0, 5, 5, 3
40, 7, 4, 49
4, 6, 6, 0
223, 1, 3, 0
415, 1, 3, 19
468, 1, 4, 13
590, 2, 2, 159
58, 3, 7, 141
519, 5, 1, 0
636, 0, 4, 0
621, 1, 4, 75
653, 0, 3, 90
376, 5, 3, 74
94, 5, 6, 85
609, 3, 6, 11
147, 6, 3, 0
228, 0, 4, 8
141, 1, 0, 4
430, 6, 1, 0
257, 5, 0, 0
606, 0, 4, 11
190, 1, 5, 81
102, 6, 1, 0
331, 3, 6, 109
413, 7, 5, 19
627, 4, 7, 37
580, 5, 6, 27
432, 6, 0, 0
75, 4, 1, 0
576, 7, 6, 0
339, 7, 4, 6
262, 6, 7, 22
336, 2, 7, 71
294, 6, 5, 15
516, 7, 0, 0
720, 6, 0, 0
397, 1, 7, 48
181, 2, 6, 4
399, 2, 1, 7
629, 5, 2, 19
226, 7, 2, 0
102, 4, 4, 0
693, 7, 7, 21
110, 3, 7, 37
171, 1, 4, 0
688, 5, 4, 12
167, 2, 7, 146
710, 3, 7, 43
168, 7, 1, 0
524, 1, 7, 161
39, 5, 5, 92
256, 3, 0, 0
504, 2, 4, 190
91, 3, 4, 63
44, 3, 2, 9
327, 4, 7, 67
397, 3, 2, 18
412, 5, 6, 55
289, 2, 2, 83
474, 6, 6, 21
234, 0, 0, 5
48, 2, 6, 30
637, 5, 3, 0
580, 4, 7, 186
44, 2, 0, 3
513, 0, 2, 0
450, 2, 6, 86
404, 6, 4, 7
534, 5, 2, 0
707, 6, 6, 13
416, 3, 7, 7
43, 1, 3, 80
52, 0, 2, 0
447, 0, 0, 0
593, 4, 2, 0
137, 1, 7, 163
512, 7, 5, 0
536, 0, 4, 15
516, 6, 0, 0
523, 2, 1, 0
407, 4, 2, 0
477, 4, 2, 0
542, 7, 4, 0
263, 2, 4, 67
720, 6, 3, 23
171, 3, 7, 0
541, 0, 0, 9
368, 7, 7, 0
303, 2, 0, 0
254, 7, 7, 0
233, 1, 7, 16
396, 3, 3, 7
366, 0, 1, 39
569, 5, 6, 32
160, 4, 5, 91
597, 6, 1, 0
706, 5, 4, 22
56, 0, 7, 19
60, 0, 0, 9
682, 7, 2, 0
547, 6, 7, 9
172, 6, 5, 7
459, 3, 7, 13
405, 3, 7, 23
80, 3, 0, 4
560, 5, 5, 10
145, 0, 5, 37
87, 7, 5, 26
47, 4, 1, 23
454, 3, 2, 8
220, 3, 4, 13
658, 5, 2, 0
147, 1, 1, 0
555, 7, 5, 16
45, 5, 1, 0
276, 5, 4, 0
521, 3, 4, 137
357, 7, 3, 6
85, 7, 0, 0
137, 3, 3, 31
522, 3, 3, 53
115, 2, 1, 0
386, 2, 3, 160
522, 6, 3, 23
3, 3, 2, 0
241, 3, 0, 0
199, 7, 1, 0
144, 4, 3, 44
204, 4, 2, 0
241, 7, 1, 0
355, 3, 6, 162
386, 1, 4, 108
498, 7, 6, 22
318, 7, 5, 10
237, 7, 7, 0
66, 2, 0, 3
26, 2, 6, 23
647, 0, 6, 146
141, 4, 7, 52
139, 5, 0, 0
568, 7, 4, 52
363, 1, 4, 92
717, 3, 3, 156
171, 0, 5, 0
519, 7, 4, 0
138, 2, 0, 0
35, 7, 1, 0
490, 2, 2, 0
430, 4, 0, 0
639, 7, 1, 0
229, 4, 3, 21
170, 7, 2, 0
331, 7, 4, 20
655, 0, 2, 31
407, 0, 2, 30
363, 0, 3, 39
264, 7, 1, 0
62, 4, 2, 24
525, 4, 1, 23
294, 0, 7, 15
18, 3, 6, 974
308, 7, 1, 0
583, 5, 4, 17
620, 0, 5, 28
645, 3, 3, 60
645, 5, 3, 60
282, 1, 0, 0
5, 1, 2, 0
16, 7, 6, 3
505, 1, 1, 9
680, 1, 7, 12
687, 3, 3, 0
163, 0, 1, 51
579, 3, 2, 10
192, 1, 3, 73
642, 6, 7, 19
441, 1, 5, 0
268, 5, 7, 0
611, 6, 5, 11
48, 3, 7, 15
149, 3, 6, 0
541, 4, 0, 0
387, 1, 2, 48
57, 2, 0, 0
139, 0, 5, 348
604, 0, 0, 18
295, 6, 1, 6
40, 1, 0, 0
393, 2, 6, 0
505, 5, 1, 0
582, 4, 3, 281
513, 1, 0, 0
114, 2, 4, 43
252, 6, 5, 17
160, 6, 0, 0
525, 3, 4, 129
113, 2, 1, 10
440, 1, 5, 0
431, 3, 3, 87
720, 0, 0, 23
83, 7, 6, 4
257, 0, 5, 58
531, 2, 6, 255
23, 1, 6, 46
378, 1, 4, 57
713, 0, 5, 22
55, 0, 6, 0
87, 5, 5, 130
105, 0, 1, 4
710, 6, 0, 0
721, 7, 7, 23
7, 6, 5, 41
380, 2, 4, 50
485, 5, 4, 14
69, 6, 3, 9
102, 3, 6, 0
59, 2, 0, 0
430, 0, 2, 43
131, 7, 4, 0
535, 1, 4, 0
603, 4, 4, 46
532, 5, 3, 9
313, 5, 3, 10
251, 5, 7, 22
140, 5, 3, 4
666, 7, 5, 122
58, 4, 7, 79
481, 1, 4, 36
632, 2, 6, 37
655, 5, 4, 0
541, 6, 6, 15
232, 5, 3, 5
569, 7, 1, 0
366, 2, 5, 17
550, 4, 7, 144
334, 7, 5, 0
485, 4, 3, 45
483, 3, 4, 36
578, 5, 1, 0
529, 4, 5, 144
535, 7, 7, 0
36, 5, 6, 72
662, 4, 2, 0
566, 0, 6, 32
274, 0, 6, 0
127, 1, 4, 0
33, 4, 0, 0
434, 7, 3, 0
643, 7, 0, 0
372, 2, 4, 22
288, 6, 4, 34
543, 7, 6, 0
397, 4, 0, 7
679, 7, 1, 0
400, 5, 5, 66
234, 0, 1, 5
567, 2, 0, 0
1, 0, 3, 5
334, 6, 2, 0
322, 1, 2, 0
230, 7, 4, 5
258, 4, 6, 80
304, 6, 1, 0
685, 2, 2, 66
496, 6, 5, 14
244, 1, 0, 0
70, 0, 6, 666
166, 4, 4, 80
107, 0, 1, 6
18, 5, 5, 104
524, 4, 1, 23
334, 0, 4, 113
3, 0, 1, 0
501, 3, 3, 50
41, 7, 3, 0
515, 7, 3, 0
546, 0, 6, 160
214, 3, 5, 234
704, 2, 3, 125
356, 2, 1, 0
109, 2, 1, 6
385, 4, 7, 30
343, 3, 2, 0
457, 7, 4, 0
20, 2, 5, 959
622, 2, 5, 57
458, 5, 4, 48
95, 4, 2, 6
648, 7, 2, 114
364, 2, 4, 35
668, 1, 3, 141
351, 5, 2, 0
172, 1, 1, 4
270, 3, 0, 0
574, 6, 2, 10
355, 2, 5, 102
328, 1, 4, 51
144, 1, 6, 25
232, 3, 4, 34
511, 3, 6, 15
628, 1, 7, 37
718, 3, 3, 112
123, 3, 0, 0
290, 4, 2, 0
667, 7, 6, 12
473, 3, 0, 0
264, 5, 0, 0
675, 4, 4, 119
364, 1, 4, 28
76, 0, 5, 4
626, 4, 0, 0
215, 3, 5, 76
47, 3, 2, 0
265, 4, 2, 0
147, 6, 1, 0
706, 7, 3, 0
336, 7, 2, 0
635, 5, 5, 11
361, 5, 3, 0
40, 4, 0, 3
175, 2, 4, 4
551, 0, 6, 710
119, 5, 5, 6
331, 2, 3, 61
489, 2, 5, 0
306, 0, 5, 64
575, 4, 2, 0
473, 1, 5, 199
455, 7, 4, 0
687, 3, 6, 0
635, 6, 7, 0
70, 7, 6, 6
405, 5, 7, 112
51, 0, 5, 3
596, 1, 2, 61
690, 0, 4, 0
687, 2, 4, 0
129, 4, 4, 80
416, 7, 7, 0
102, 1, 0, 0
249, 4, 0, 0
80, 3, 1, 0
449, 0, 2, 33
371, 2, 4, 17
412, 0, 2, 12
212, 7, 3, 20
461, 3, 6, 56
441, 6, 3, 0
530, 2, 1, 0
301, 2, 1, 6
405, 4, 1, 23
86, 4, 4, 28
367, 6, 1, 0
508, 2, 5, 91
376, 2, 0, 11
589, 6, 4, 0
296, 2, 4, 6
55, 4, 4, 3
456, 3, 7, 90
603, 3, 1, 0
727, 0, 1, 45
564, 4, 1, 26
379, 1, 2, 46
311, 0, 5, 264
243, 1, 2, 14
581, 2, 5, 115
473, 1, 7, 56
482, 7, 6, 14
570, 1, 2, 58
201, 5, 2, 0
259, 5, 4, 17
395, 2, 5, 7
689, 7, 0, 0
285, 6, 0, 0
617, 0, 7, 57
84, 4, 6, 120
313, 5, 6, 170
631, 4, 0, 0
676, 1, 2, 41
661, 1, 7, 133
317, 5, 6, 10
445, 5, 1, 0
129, 5, 4, 46
605, 4, 0, 0
354, 3, 2, 6
504, 0, 0, 9
266, 2, 4, 29
642, 7, 2, 11
140, 7, 2, 0
176, 2, 2, 0
297, 4, 3, 9
497, 6, 0, 0
147, 3, 6, 30
327, 3, 1, 6
501, 2, 7, 95
199, 4, 3, 20
522, 3, 4, 61
576, 2, 3, 115
168, 6, 7, 4
83, 6, 0, 0
455, 3, 5, 86
430, 7, 6, 0
59, 3, 5, 105
102, 2, 1, 0
335, 5, 3, 20
359, 4, 3, 152
7, 2, 3, 3
552, 1, 1, 10
175, 5, 1, 0
126, 7, 4, 0
702, 2, 0, 0
697, 3, 5, 350
525, 1, 6, 228
595, 7, 3, 0
210, 5, 7, 45
6, 2, 4, 0
290, 0, 4, 0
456, 0, 5, 77
654, 2, 5, 20
580, 0, 3, 115
434, 6, 7, 8
34, 1, 4, 249
689, 7, 2, 0
493, 6, 5, 14
198, 5, 2, 0
127, 7, 2, 0
452, 2, 1, 13
52, 6, 1, 0
259, 1, 5, 50
355, 7, 2, 0
504, 5, 3, 29
310, 1, 0, 6
457, 7, 3, 8
121, 4, 7, 31
672, 3, 6, 642
90, 3, 3, 47
215, 4, 5, 65
177, 1, 0, 0
37, 6, 7, 106
711, 4, 7, 0
112, 5, 6, 29
114, 4, 5, 33
578, 1, 6, 186
409, 6, 6, 31
577, 3, 5, 494
483, 4, 5, 131
699, 7, 6, 43
28, 2, 4, 3
93, 5, 6, 63
483, 5, 4, 45
176, 6, 6, 0
298, 2, 2, 0
584, 6, 0, 0
216, 4, 7, 16
713, 4, 3, 0
3, 4, 2, 0
188, 6, 5, 7
493, 2, 0, 0
35, 1, 6, 433
696, 7, 7, 13
561, 5, 6, 0
697, 3, 0, 0
195, 2, 3, 16
190, 1, 3, 69
4, 0, 7, 0
15, 4, 4, 19
32, 5, 5, 18
100, 3, 6, 0
297, 0, 3, 0
393, 4, 6, 0
363, 4, 7, 22
5, 4, 0, 0
711, 1, 1, 0
217, 5, 6, 13
600, 6, 5, 46
337, 4, 0, 0
668, 0, 3, 122
399, 7, 4, 11
240, 0, 5, 39
12, 0, 1, 0
333, 5, 2, 0
139, 5, 4, 4
542, 7, 0, 0
727, 1, 5, 1629
723, 7, 3, 14
684, 0, 2, 128
238, 6, 5, 26
173, 3, 7, 19
111, 2, 2, 23
369, 3, 7, 0
65, 4, 7, 205
308, 4, 2, 0
612, 1, 7, 18
345, 4, 5, 0
311, 7, 0, 0
87, 5, 3, 38
355, 0, 4, 75
99, 3, 6, 23
10, 7, 0, 0
711, 7, 2, 0
127, 4, 2, 0
634, 7, 0, 0
41, 1, 5, 502
463, 3, 2, 8
120, 3, 4, 28
218, 2, 5, 64
537, 3, 6, 0
580, 6, 4, 17
386, 2, 5, 156
305, 6, 3, 0
152, 2, 7, 14
598, 7, 6, 27
688, 0, 1, 0
611, 6, 2, 0
80, 2, 3, 19
35, 4, 0, 3
673, 6, 5, 12
240, 5, 7, 17
695, 1, 1, 21
38, 3, 1, 6
468, 7, 4, 0
81, 1, 3, 91
561, 7, 7, 0
421, 7, 0, 0
191, 6, 3, 4
421, 0, 2, 113
719, 6, 3, 0
720, 6, 2, 36
347, 6, 5, 6
5, 6, 3, 0
684, 6, 2, 0
446, 1, 3, 66
454, 2, 3, 66
512, 4, 0, 0
673, 5, 1, 0
131, 0, 2, 52
355, 4, 1, 17
539, 4, 1, 9
321, 6, 0, 0
147, 2, 5, 7
678, 2, 0, 0
538, 4, 6, 0
2, 0, 4, 0
398, 5, 1, 0
465, 2, 0, 0
399, 1, 4, 60
196, 3, 3, 8
603, 5, 4, 64
681, 7, 5, 0
305, 3, 4, 55
443, 3, 2, 0
276, 5, 1, 0
134, 6, 1, 0
267, 7, 4, 9
674, 5, 5, 86
595, 1, 4, 34
259, 6, 0, 0
446, 5, 5, 20
40, 0, 1, 18
141, 3, 1, 7
708, 1, 0, 0
70, 0, 0, 12
677, 0, 4, 33
723, 2, 2, 82
256, 5, 4, 9
709, 5, 5, 43
107, 7, 3, 0
697, 6, 2, 13
322, 0, 2, 0
483, 1, 3, 123
80, 6, 2, 0
638, 6, 3, 11
677, 6, 4, 0
162, 5, 4, 37
95, 3, 1, 0
169, 7, 2, 19
330, 0, 6, 273
0, 5, 3, 3
70, 3, 1, 3
96, 6, 4, 10
302, 2, 7, 40
470, 4, 5, 61
309, 6, 7, 43
50, 3, 7, 3
215, 2, 3, 68
272, 1, 5, 0
28, 0, 7, 0
419, 7, 2, 0
118, 3, 7, 17
452, 0, 6, 33
31, 4, 7, 3
424, 4, 6, 51
153, 2, 5, 224
285, 4, 7, 52
176, 7, 4, 0
652, 0, 2, 51
159, 1, 7, 84
47, 7, 7, 0
193, 3, 5, 56
113, 7, 2, 0
85, 4, 5, 211
175, 7, 2, 0
267, 0, 4, 14
372, 0, 0, 7
718, 7, 6, 0
629, 1, 2, 11
233, 2, 7, 34
1, 0, 5, 3
236, 7, 5, 5
131, 6, 5, 28
421, 6, 4, 0
552, 3, 0, 16
439, 2, 6, 25
460, 2, 5, 34
657, 4, 0, 0
589, 1, 1, 0
109, 2, 2, 17
299, 5, 2, 0
585, 4, 7, 17
75, 1, 2, 4
486, 7, 1, 0
599, 4, 1, 17
653, 1, 5, 63
411, 3, 0, 0
667, 2, 3, 408
656, 2, 4, 0
480, 4, 4, 100
52, 5, 2, 0
246, 3, 5, 0
573, 4, 1, 16
603, 6, 0, 0
562, 5, 4, 0
323, 7, 4, 0
301, 4, 7, 58
211, 3, 7, 504
0, 6, 4, 0
96, 2, 3, 29
535, 5, 6, 0
137, 6, 3, 129
238, 2, 0, 0
310, 7, 2, 0
495, 1, 5, 195
60, 1, 6, 139
259, 1, 3, 67
519, 3, 7, 129
345, 5, 1, 0
536, 7, 6, 0
397, 2, 4, 126
495, 1, 4, 131
369, 4, 6, 0
325, 4, 4, 16
646, 7, 4, 0
400, 4, 6, 78
435, 4, 4, 33
410, 2, 7, 94
97, 3, 7, 13
689, 1, 1, 0
707, 6, 1, 0
356, 3, 7, 10
55, 4, 2, 0
155, 6, 6, 4
609, 4, 0, 0
311, 7, 5, 30
457, 5, 1, 21
631, 3, 4, 0
539, 2, 2, 0
550, 3, 6, 928
637, 6, 4, 0
654, 7, 3, 20
21, 4, 2, 5
474, 6, 2, 0
596, 6, 5, 78
64, 0, 7, 90
263, 0, 1, 0
245, 7, 5, 0
389, 4, 4, 11
110, 0, 3, 56
158, 4, 5, 263
258, 0, 1, 14
508, 6, 6, 0
73, 7, 6, 10
187, 3, 2, 0
294, 3, 6, 34
489, 0, 3, 0
698, 1, 5, 169
571, 2, 3, 152
190, 3, 3, 19
359, 7, 4, 10
214, 6, 5, 53
449, 4, 0, 0
500, 3, 3, 131
268, 1, 2, 5
123, 0, 6, 4
541, 3, 3, 89
689, 2, 0, 0
635, 2, 1, 0
434, 5, 3, 20
236, 5, 0, 0
57, 2, 7, 608
305, 5, 1, 9
392, 1, 6, 18
220, 5, 1, 0
532, 2, 0, 0
396, 1, 1, 0
91, 4, 5, 95
258, 3, 4, 31
53, 0, 5, 0
587, 3, 1, 0
224, 7, 4, 0
665, 2, 2, 82
469, 4, 2, 0
13, 6, 2, 0
613, 6, 5, 36
721, 6, 1, 0
94, 5, 5, 85
379, 4, 2, 0
460, 7, 1, 0
287, 7, 0, 0
714, 4, 6, 69
601, 0, 4, 110
530, 7, 7, 15
204, 7, 5, 12
377, 5, 3, 17
692, 4, 3, 0
181, 6, 6, 12
330, 2, 1, 16
663, 2, 7, 470
561, 6, 7, 0
724, 6, 0, 0
404, 5, 1, 0
64, 7, 6, 19
611, 2, 6, 28
321, 4, 5, 10
250, 6, 2, 0
27, 1, 2, 6
390, 7, 2, 0
517, 3, 1, 9
306, 3, 6, 30
383, 7, 5, 7
92, 3, 5, 256
79, 4, 1, 0
440, 1, 0, 0
601, 0, 6, 149
50, 7, 1, 0
719, 7, 2, 0
632, 6, 1, 0
75, 0, 1, 0
607, 3, 2, 0
151, 3, 2, 4
358, 4, 3, 33
547, 3, 0, 0
312, 6, 4, 6
265, 3, 4, 29
57, 0, 7, 226
481, 4, 2, 22
621, 7, 4, 11
631, 5, 7, 30
414, 4, 0, 0
308, 6, 4, 6
215, 4, 0, 0
429, 1, 5, 87
305, 1, 1, 0
670, 5, 5, 235
293, 2, 7, 40
721, 4, 5, 222
514, 6, 0, 0
693, 4, 7, 41
488, 4, 7, 0
432, 3, 2, 124
657, 6, 2, 0
340, 1, 1, 10
46, 0, 6, 109
604, 6, 7, 46
579, 6, 3, 10
610, 7, 3, 0
228, 7, 7, 0
242, 6, 1, 0
32, 0, 6, 20
391, 7, 7, 0
362, 2, 2, 57
463, 7, 1, 0
548, 3, 2, 49
566, 2, 4, 116
413, 7, 6, 19
391, 1, 3, 11
301, 2, 7, 98
517, 6, 1, 0
665, 4, 5, 243
28, 5, 1, 0
36, 1, 1, 52
706, 4, 3, 156
225, 1, 5, 0
74, 7, 2, 4
240, 4, 0, 0
135, 1, 1, 4
697, 7, 4, 0
548, 2, 5, 240
428, 2, 5, 144
577, 3, 0, 0
565, 1, 5, 68
323, 6, 0, 0
137, 4, 7, 56
321, 0, 0, 6
684, 6, 3, 0
313, 6, 5, 10
54, 5, 0, 0
193, 6, 1, 0
248, 3, 3, 5
509, 5, 3, 9
310, 3, 4, 40
705, 5, 1, 0
43, 5, 6, 269
420, 0, 2, 24
506, 2, 5, 214
628, 0, 7, 78
388, 7, 3, 0
157, 7, 5, 4
727, 3, 4, 1107
387, 7, 2, 7
531, 6, 3, 0
395, 5, 0, 0
141, 4, 2, 0
472, 6, 4, 8
589, 1, 7, 78
497, 6, 5, 72
546, 0, 3, 175
193, 4, 1, 8
182, 3, 3, 19
494, 5, 7, 36
323, 1, 6, 32
307, 1, 7, 34
390, 3, 4, 7
252, 2, 1, 0
451, 4, 1, 8
133, 4, 5, 163
584, 6, 5, 0
561, 1, 3, 0
218, 0, 7, 16
287, 0, 6, 70
491, 3, 7, 0
400, 5, 0, 18
446, 3, 4, 25
715, 6, 4, 22
210, 3, 0, 8
339, 0, 0, 6
220, 1, 4, 5
394, 4, 5, 7
370, 0, 0, 0
1, 6, 7, 0
261, 1, 5, 31
247, 7, 3, 5
602, 6, 4, 36
321, 2, 1, 0
458, 4, 4, 117
370, 5, 2, 0
591, 1, 7, 230
61, 1, 6, 175
29, 6, 3, 0
283, 7, 4, 5
66, 3, 7, 259
538, 3, 3, 0
180, 7, 1, 0
498, 1, 2, 86
346, 0, 7, 0
414, 5, 2, 0
384, 4, 4, 138
268, 0, 2, 29
515, 6, 7, 0
693, 0, 0, 41
65, 0, 2, 34
167, 7, 3, 0
355, 4, 7, 71
79, 6, 0, 0
667, 7, 5, 0
605, 3, 1, 0
118, 2, 7, 29
496, 4, 1, 14
488, 1, 0, 0
266, 1, 4, 5
59, 4, 7, 120
488, 0, 3, 0
208, 7, 0, 0
351, 4, 5, 64
361, 3, 7, 103
510, 4, 2, 15
499, 7, 6, 8
455, 7, 7, 45
264, 0, 1, 18
308, 4, 5, 79
345, 6, 5, 0
84, 5, 4, 47
247, 7, 1, 0
505, 1, 3, 129
289, 2, 7, 43
550, 6, 6, 40
362, 4, 7, 11
590, 1, 0, 0
559, 4, 6, 16
71, 3, 7, 21
221, 6, 3, 0
27, 6, 2, 0
608, 4, 3, 64
289, 5, 3, 0
655, 0, 4, 12
177, 4, 0, 0
500, 5, 0, 0
200, 2, 3, 0
445, 3, 0, 0
88, 7, 3, 4
429, 0, 1, 12
486, 1, 5, 8
357, 6, 6, 81
103, 5, 6, 17
336, 4, 7, 114
9, 1, 7, 331
178, 7, 2, 0
523, 5, 2, 0
303, 7, 0, 0
433, 0, 0, 13
314, 6, 1, 6
495, 1, 1, 8
24, 2, 7, 14
271, 0, 7, 0
278, 6, 7, 5
103, 5, 3, 4
447, 1, 7, 25
484, 0, 3, 81
273, 3, 0, 0
581, 3, 7, 54
29, 3, 4, 0
492, 5, 6, 14
121, 2, 6, 21
37, 4, 7, 34
38, 5, 3, 29
639, 3, 7, 37
516, 2, 6, 38
217, 4, 4, 16
233, 3, 0, 0
31, 3, 4, 0
726, 7, 0, 0
57, 7, 3, 3
550, 3, 0, 9
558, 4, 5, 58
136, 4, 3, 70
700, 1, 4, 125
224, 7, 7, 0
306, 1, 5, 113
652, 5, 6, 12
249, 2, 7, 0
601, 6, 1, 28
580, 1, 0, 10
430, 2, 1, 7
658, 3, 5, 20
720, 2, 1, 23
40, 6, 5, 9
301, 4, 1, 0
60, 6, 6, 6
498, 1, 1, 14
516, 3, 4, 61
603, 2, 0, 0
310, 7, 1, 0
27, 1, 0, 0
677, 2, 5, 54
383, 5, 2, 0
701, 3, 5, 1664
333, 7, 0, 0
27, 3, 2, 3
329, 6, 0, 0
500, 7, 5, 8
481, 5, 0, 0
667, 2, 1, 12
516, 5, 7, 0
334, 3, 6, 319
517, 6, 2, 0
282, 6, 3, 9
557, 6, 5, 0
258, 1, 7, 53
496, 2, 1, 0
578, 1, 5, 352
222, 5, 2, 0
475, 0, 4, 69
180, 1, 2, 0
192, 5, 2, 0
335, 2, 1, 0
684, 5, 4, 54
253, 2, 4, 151
120, 2, 7, 31
487, 1, 0, 0
524, 0, 5, 161
432, 4, 4, 119
657, 6, 1, 0
363, 7, 6, 17
443, 6, 0, 0
586, 4, 1, 0
0, 0, 2, 5
194, 1, 4, 5
425, 3, 5, 87
422, 4, 3, 12
259, 5, 7, 22
455, 7, 1, 0
24, 5, 5, 18
452, 7, 4, 0
508, 2, 6, 176
105, 2, 1, 23
49, 6, 1, 0
686, 2, 3, 0
23, 4, 2, 0
706, 4, 1, 22
21, 2, 3, 123
466, 2, 3, 21
549, 5, 5, 209
482, 1, 0, 0
305, 4, 4, 34
113, 6, 7, 13
410, 7, 7, 0
135, 1, 5, 98
615, 7, 7, 11
162, 2, 3, 59
194, 3, 4, 20
79, 0, 4, 0
352, 2, 5, 125
581, 1, 6, 71
155, 3, 6, 110
452, 6, 7, 0
316, 0, 5, 16
506, 6, 7, 0
653, 4, 0, 0
216, 3, 2, 37
128, 0, 2, 31
697, 1, 1, 13
172, 1, 0, 0
444, 7, 2, 0
205, 4, 2, 81
260, 3, 4, 31
478, 5, 0, 0
485, 2, 5, 72
697, 1, 2, 134
435, 0, 5, 73
493, 1, 4, 117
196, 2, 1, 5
627, 2, 6, 224
360, 7, 6, 0
132, 3, 6, 133
528, 2, 5, 430
471, 2, 0, 0
154, 5, 5, 69
468, 5, 2, 0
344, 1, 7, 0
556, 0, 7, 52
360, 3, 3, 114
473, 7, 1, 0
595, 2, 6, 457
493, 5, 5, 28
586, 5, 4, 0
44, 1, 0, 0
514, 2, 7, 0
233, 7, 4, 0
179, 4, 7, 4
571, 1, 5, 177
351, 0, 3, 206
326, 0, 5, 139
565, 4, 2, 0
572, 6, 1, 0
202, 4, 1, 5
347, 5, 6, 0
705, 3, 4, 134
550, 3, 5, 670
226, 1, 4, 5
219, 0, 4, 13
430, 0, 0, 12
236, 5, 1, 8
614, 1, 1, 0
246, 4, 1, 0
39, 5, 3, 138
689, 6, 4, 0
506, 7, 5, 29
162, 1, 7, 84
504, 0, 7, 199
619, 2, 5, 46
469, 3, 4, 82
85, 4, 2, 0
62, 0, 7, 150
539, 3, 5, 0
277, 5, 4, 5
392, 5, 4, 7
410, 7, 4, 12
